time_ns,Omega_x_rad_per_ns,Omega_y_rad_per_ns
3.812500000000e+01,4.400350809111e-02,-5.903647081116e-04
3.854166666667e+01,4.073258855945e-02,-6.005161036220e-04
3.895833333333e+01,3.766823462930e-02,-6.481399915416e-04
3.937500000000e+01,3.477603408703e-02,-7.522769267314e-04
3.979166666667e+01,3.201624784632e-02,-9.126042916832e-04
4.020833333333e+01,2.935432206527e-02,-1.108795913475e-03
4.062500000000e+01,2.677035101773e-02,-1.304939191668e-03
4.104166666667e+01,2.426506305977e-02,-1.458147589696e-03
4.145833333333e+01,2.186065240651e-02,-1.529430575559e-03
4.187500000000e+01,1.959597729003e-02,-1.494241042419e-03
4.229166666667e+01,1.751701408407e-02,-1.350083879643e-03
4.270833333333e+01,1.566466913094e-02,-1.119168915838e-03
4.312500000000e+01,1.406280367536e-02,-8.452035663556e-04
