time_ns,Omega_x_rad_per_ns,Omega_y_rad_per_ns
3.562500000000e+01,-1.061637566918e-01,8.599713732629e-02
3.604166666667e+01,-9.563821158113e-02,9.862105809537e-02
3.645833333333e+01,-8.123945571950e-02,1.072723428597e-01
3.687500000000e+01,-6.541469580697e-02,1.107831217547e-01
3.729166666667e+01,-5.097899793681e-02,1.096848649792e-01
3.770833333333e+01,-4.008982614644e-02,1.061282524805e-01
3.812500000000e+01,-3.337600274903e-02,1.031441649807e-01
3.854166666667e+01,-2.960967398233e-02,1.034397320952e-01
3.895833333333e+01,-2.615469904365e-02,1.082107949252e-01
3.937500000000e+01,-2.005978893903e-02,1.165327608286e-01
3.979166666667e+01,-9.314611675049e-03,1.256394143259e-01
4.020833333333e+01,6.282536480481e-03,1.319542032810e-01
4.062500000000e+01,2.496437108638e-02,1.324096687965e-01
4.104166666667e+01,4.354762551238e-02,1.255605046881e-01
4.145833333333e+01,5.850283959190e-02,1.121748709230e-01
4.187500000000e+01,6.724442464335e-02,9.516573431731e-02
4.229166666667e+01,6.925678286214e-02,7.881531827396e-02
4.270833333333e+01,6.659464356021e-02,6.737505964928e-02
4.312500000000e+01,6.335522269877e-02,6.343140175859e-02
4.354166666667e+01,6.408567278081e-02,6.678178550665e-02
4.395833333333e+01,7.173303033425e-02,7.454155187752e-02
4.437500000000e+01,8.622496760877e-02,8.253543874759e-02
4.479166666667e+01,1.045331057627e-01,8.712210510048e-02
4.520833333333e+01,1.221546099726e-01,8.632353513267e-02
4.562500000000e+01,1.350948758235e-01,7.984546655206e-02
4.604166666667e+01,1.412507908528e-01,6.857449497945e-02
4.645833333333e+01,1.404910982976e-01,5.432148283947e-02
4.687500000000e+01,1.334819327107e-01,3.970496385650e-02
4.729166666667e+01,1.203685838447e-01,2.733824084740e-02
4.770833333333e+01,1.009170344825e-01,1.836919214319e-02
4.812500000000e+01,7.620310364117e-02,1.199039063812e-02
4.854166666667e+01,4.969140065233e-02,6.847414265845e-03
4.895833333333e+01,2.610477700404e-02,2.703534876497e-03
4.937500000000e+01,9.279396378734e-03,3.316260729080e-04
4.979166666667e+01,9.784043728427e-04,-7.933410412094e-05
